,index,Path,blood,cancer,normal tissue,stroma
2665,6508,tissue_classification/cancer/TCGA-B0-4828_46837_39788_cancer_6063.png,0,1,0,0
2666,9532,tissue_classification/normal/TCGA-CZ-5470_31232_52651_normal_326.png,0,0,1,0
2667,12314,tissue_classification/stroma/TCGA-A3-3380_38277_7312_stroma_1923.png,0,0,0,1
2668,11336,tissue_classification/stroma/FIMM_2973.mrxs_StromaTile 46.png,0,0,0,1
2669,3727,tissue_classification/cancer/FIMM6_94_ML1412213.mrxs_TumorTile 42.png,0,1,0,0
2670,9078,tissue_classification/normal/TCGA-CJ-4634_35710_24817_normal_568.png,0,0,1,0
2671,13050,tissue_classification/stroma/TCGA-BP-4173_60225_5586_stroma_1673.png,0,0,0,1
2672,6035,tissue_classification/cancer/TCGA-B0-4701_18144_32050_cancer_6517.png,0,1,0,0
2673,6940,tissue_classification/cancer/TCGA-B0-4847_74520_51779_cancer_3748.png,0,1,0,0
2674,12390,tissue_classification/stroma/TCGA-A3-A8OW_37410_14143_stroma_288.png,0,0,0,1
2675,9904,tissue_classification/normal/TCGA-G6-A8L8_95602_5702_normal_5002.png,0,0,1,0
2676,13552,tissue_classification/stroma/TCGA-CZ-5464_81530_13875_other_1938.png,0,0,0,1
2677,606,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 109.png,0,1,0,0
2678,13063,tissue_classification/stroma/TCGA-BP-4173_60525_5886_stroma_1686.png,0,0,0,1
2679,3963,tissue_classification/cancer/TCGA-A3-3326_11681_33498_cancer_5444.png,0,1,0,0
2680,7876,tissue_classification/normal/TCGA-BP-4807_17597_35955_normal_9.png,0,0,1,0
2681,9226,tissue_classification/normal/TCGA-CJ-4899_8426_10359_normal_1242.png,0,0,1,0
2682,7051,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 88.png,0,0,1,0
2683,875,tissue_classification/cancer/FIMM_14219_C.mrxs_TumorTile 48.png,0,1,0,0
2684,11305,tissue_classification/stroma/FIMM_2973.mrxs_StromaTile 15.png,0,0,0,1
2685,7630,tissue_classification/normal/FIMM_22243_C.mrxs_NormalTile 28.png,0,0,1,0
2686,11622,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 54.png,0,0,0,1
2687,13663,tissue_classification/stroma/TCGA-G6-A8L8_98602_9002_stroma_2188.png,0,0,0,1
2688,11100,tissue_classification/normal/TCGA-B0-5083_30700_29582_normal_4336.png,0,0,1,0
2689,10134,tissue_classification/normal/TCGA-A3-A8OV_60784_13606_normal_5699.png,0,0,1,0
2690,10908,tissue_classification/normal/TCGA-B0-5083_22673_12529_normal_4081.png,0,0,1,0
2691,7700,tissue_classification/normal/FIMM_22243_C.mrxs_NormalTile 98.png,0,0,1,0
2692,11026,tissue_classification/normal/TCGA-B0-5083_29500_29282_normal_4259.png,0,0,1,0
2693,5804,tissue_classification/cancer/TCGA-B0-4690_42582_59481_cancer_4655.png,0,1,0,0
2694,9384,tissue_classification/normal/TCGA-CZ-5470_28832_53251_normal_176.png,0,0,1,0
2695,10970,tissue_classification/normal/TCGA-B0-5083_28600_29582_normal_4203.png,0,0,1,0
2696,10085,tissue_classification/normal/TCGA-A3-A8OV_59884_15706_normal_5650.png,0,0,1,0
2697,13005,tissue_classification/stroma/TCGA-BP-4173_59025_5886_stroma_1628.png,0,0,0,1
2698,10867,tissue_classification/normal/TCGA-B0-5083_21173_11329_normal_3991.png,0,0,1,0
2699,9081,tissue_classification/normal/TCGA-CJ-4634_35710_25717_normal_571.png,0,0,1,0
2700,13616,tissue_classification/stroma/TCGA-G6-A8L8_95602_9002_stroma_2144.png,0,0,0,1
2701,13903,tissue_classification/stroma/FIMM6_2_ML1412121.mrxs_OtherTile 454.png,0,0,0,1
2702,10103,tissue_classification/normal/TCGA-A3-A8OV_60184_15406_normal_5668.png,0,0,1,0
2703,6840,tissue_classification/cancer/TCGA-B0-4847_70920_52079_cancer_3569.png,0,1,0,0
2704,12941,tissue_classification/stroma/TCGA-BP-4173_57525_3186_stroma_1564.png,0,0,0,1
2705,10010,tissue_classification/normal/TCGA-G6-A8L8_99202_7802_normal_5112.png,0,0,1,0
2706,4576,tissue_classification/cancer/TCGA-A3-3359_21625_39238_cancer_9311.png,0,1,0,0
2707,2079,tissue_classification/cancer/TCGA-B0-5711_24738_8827_cancer_3355.png,0,1,0,0
2708,227,tissue_classification/blood/TCGA-B4-5378_48592_7943_blood_159.png,1,0,0,0
2709,8882,tissue_classification/normal/TCGA-BP-4993_7413_12220_normal_6043.png,0,0,1,0
2710,10731,tissue_classification/normal/TCGA-B0-5083_11017_38633_normal_4786.png,0,0,1,0
2711,4049,tissue_classification/cancer/TCGA-A3-3326_12881_37698_cancer_5530.png,0,1,0,0
2712,5922,tissue_classification/cancer/TCGA-B0-4701_14844_31750_cancer_6395.png,0,1,0,0
2713,13485,tissue_classification/stroma/TCGA-CJ-4918_28956_35054_stroma_807.png,0,0,0,1
2714,12444,tissue_classification/stroma/TCGA-A3-A8OW_38610_12343_stroma_344.png,0,0,0,1
2715,13505,tissue_classification/stroma/TCGA-CZ-4860_32880_25308_stroma_197.png,0,0,0,1
2716,8442,tissue_classification/normal/TCGA-B0-5812_37054_46904_normal_962.png,0,0,1,0
2717,4525,tissue_classification/cancer/TCGA-A3-3359_20425_39838_cancer_9259.png,0,1,0,0
2718,3202,tissue_classification/cancer/FIMM6_14_ML1412133.mrxs_TumorTile 44.png,0,1,0,0
2719,2126,tissue_classification/cancer/TCGA-B0-5711_25938_9727_cancer_3407.png,0,1,0,0
2720,483,tissue_classification/blood/TCGA-DV-5566_60356_32532_blood_316.png,1,0,0,0
2721,733,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 236.png,0,1,0,0
2722,6650,tissue_classification/cancer/TCGA-B0-4828_49237_36788_cancer_6205.png,0,1,0,0
2723,228,tissue_classification/blood/TCGA-B4-5378_48892_7643_blood_160.png,1,0,0,0
2724,2670,tissue_classification/cancer/TCGA-CJ-4881_88203_29308_cancer_686.png,0,1,0,0
2725,8551,tissue_classification/normal/TCGA-B4-5378_48592_6743_normal_2343.png,0,0,1,0
2726,10563,tissue_classification/normal/TCGA-B0-4699_25300_63875_normal_3477.png,0,0,1,0
2727,973,tissue_classification/cancer/TCGA-BP-4807_28812_28424_cancer_1.png,0,1,0,0
2728,2323,tissue_classification/cancer/TCGA-BP-4775_71233_69133_cancer_866.png,0,1,0,0
2729,321,tissue_classification/blood/TCGA-B0-4852_18090_36430_blood_148.png,1,0,0,0
2730,3374,tissue_classification/cancer/FIMM6_2_ML1412121.mrxs_TumorTile 216.png,0,1,0,0
2731,3964,tissue_classification/cancer/TCGA-A3-3326_11681_33798_cancer_5445.png,0,1,0,0
2732,10981,tissue_classification/normal/TCGA-B0-5083_28900_27182_normal_4214.png,0,0,1,0
2733,11314,tissue_classification/stroma/FIMM_2973.mrxs_StromaTile 24.png,0,0,0,1
2734,8137,tissue_classification/normal/TCGA-B0-5083_22973_9829_normal_4091.png,0,0,1,0
2735,7765,tissue_classification/normal/FIMM_14219_C.mrxs_NormalTile 163.png,0,0,1,0
2736,12662,tissue_classification/stroma/TCGA-B0-4696_68990_6441_stroma_1322.png,0,0,0,1
2737,5164,tissue_classification/cancer/TCGA-AK-3458_41607_14620_cancer_5210.png,0,1,0,0
2738,12084,tissue_classification/stroma/TCGA-AK-3431_46759_15265_stroma_86.png,0,0,0,1
2739,11456,tissue_classification/stroma/FIMM_2973.mrxs_StromaTile 168.png,0,0,0,1
2740,8602,tissue_classification/normal/TCGA-B4-5378_50092_7043_normal_2396.png,0,0,1,0
2741,3880,tissue_classification/cancer/TCGA-A3-3324_13510_22025_cancer_9832.png,0,1,0,0
2742,4713,tissue_classification/cancer/TCGA-A3-A8OW_24032_24604_cancer_1184.png,0,1,0,0
2743,11138,tissue_classification/normal/TCGA-B0-5083_31300_29582_normal_4374.png,0,0,1,0
2744,8955,tissue_classification/normal/TCGA-CJ-4634_33010_27217_normal_441.png,0,0,1,0
2745,5379,tissue_classification/cancer/TCGA-B0-4688_84781_62101_cancer_3937.png,0,1,0,0
2746,4995,tissue_classification/cancer/TCGA-AK-3436_13367_45264_cancer_8600.png,0,1,0,0
2747,12389,tissue_classification/stroma/TCGA-A3-A8OW_37410_13843_stroma_287.png,0,0,0,1
2748,3581,tissue_classification/cancer/FIMM6_62_ML1412181.mrxs_TumorTile 80.png,0,1,0,0
2749,4645,tissue_classification/cancer/TCGA-A3-A6NL_38356_17125_cancer_6905.png,0,1,0,0
2750,160,tissue_classification/blood/TCGA-A3-3328_35419_7829_blood_82.png,1,0,0,0
2751,5010,tissue_classification/cancer/TCGA-AK-3436_19464_32090_cancer_8506.png,0,1,0,0
2752,3007,tissue_classification/cancer/TCGA-CZ-4856_8249_11356_cancer_9593.png,0,1,0,0
2753,7970,tissue_classification/normal/TCGA-CZ-5470_27032_52351_normal_59.png,0,0,1,0
2754,482,tissue_classification/blood/TCGA-DV-5566_60356_32232_blood_315.png,1,0,0,0
2755,629,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 132.png,0,1,0,0
2756,4464,tissue_classification/cancer/TCGA-A3-3359_19225_39238_cancer_9191.png,0,1,0,0
2757,4779,tissue_classification/cancer/TCGA-A3-A8OW_26732_24904_cancer_1251.png,0,1,0,0
2758,1657,tissue_classification/cancer/TCGA-A3-A6NL_39336_7877_cancer_6727.png,0,1,0,0
2759,9971,tissue_classification/normal/TCGA-G6-A8L8_97702_7202_normal_5071.png,0,0,1,0
2760,12369,tissue_classification/stroma/TCGA-A3-A8OW_25532_27004_stroma_474.png,0,0,0,1
2761,3853,tissue_classification/cancer/TCGA-A3-3324_12910_22325_cancer_9805.png,0,1,0,0
2762,11391,tissue_classification/stroma/FIMM_2973.mrxs_StromaTile 101.png,0,0,0,1
2763,12960,tissue_classification/stroma/TCGA-BP-4173_57825_5586_stroma_1583.png,0,0,0,1
2764,4689,tissue_classification/cancer/TCGA-A3-A8OW_22832_24604_cancer_1159.png,0,1,0,0
2765,12904,tissue_classification/stroma/TCGA-BP-4173_56325_5586_stroma_1525.png,0,0,0,1
2766,13117,tissue_classification/stroma/TCGA-BP-4335_16372_19540_stroma_715.png,0,0,0,1
2767,8884,tissue_classification/normal/TCGA-BP-4993_7413_12820_normal_6045.png,0,0,1,0
2768,10071,tissue_classification/normal/TCGA-A3-A8OV_59884_11506_normal_5636.png,0,0,1,0
2769,13411,tissue_classification/stroma/TCGA-CJ-4902_9580_24239_stroma_2432.png,0,0,0,1
2770,8056,tissue_classification/normal/TCGA-B0-4691_46171_17618_stroma_755.png,0,0,1,0
2771,11162,tissue_classification/normal/TCGA-B0-5083_31600_31082_normal_4398.png,0,0,1,0
2772,3829,tissue_classification/cancer/TCGA-A3-3324_12310_23225_cancer_9780.png,0,1,0,0
2773,8773,tissue_classification/normal/TCGA-BP-4170_17003_25493_normal_801.png,0,0,1,0
2774,274,tissue_classification/blood/TCGA-G6-A8L8_95302_8702_blood_309.png,1,0,0,0
2775,6120,tissue_classification/cancer/TCGA-B0-4714_50073_51229_cancer_8241.png,0,1,0,0
2776,13328,tissue_classification/stroma/TCGA-BP-5182_22500_35448_stroma_204.png,0,0,0,1
2777,3206,tissue_classification/cancer/FIMM6_14_ML1412133.mrxs_TumorTile 48.png,0,1,0,0
2778,4788,tissue_classification/cancer/TCGA-A3-A8OW_36510_10843_cancer_1075.png,0,1,0,0
2779,234,tissue_classification/blood/TCGA-BP-4982_43994_47997_blood_43.png,1,0,0,0
2780,3591,tissue_classification/cancer/FIMM6_62_ML1412181.mrxs_TumorTile 90.png,0,1,0,0
2781,3775,tissue_classification/cancer/TCGA-A3-3324_11110_23525_cancer_9726.png,0,1,0,0
2782,9473,tissue_classification/normal/TCGA-CZ-5470_30032_57151_normal_265.png,0,0,1,0
2783,10815,tissue_classification/normal/TCGA-B0-5083_12517_35633_normal_4871.png,0,0,1,0
2784,10469,tissue_classification/normal/TCGA-B0-4699_22900_65675_normal_3379.png,0,0,1,0
2785,9058,tissue_classification/normal/TCGA-CJ-4634_35110_28417_normal_548.png,0,0,1,0
2786,11830,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 175.png,0,0,0,1
2787,12802,tissue_classification/stroma/TCGA-B0-5109_46286_33908_stroma_935.png,0,0,0,1
2788,11178,tissue_classification/normal/TCGA-B0-5083_31900_30182_normal_4414.png,0,0,1,0
2789,2891,tissue_classification/cancer/TCGA-CJ-4884_33662_32230_cancer_612.png,0,1,0,0
2790,13593,tissue_classification/stroma/TCGA-DV-A4VZ_47907_43705_stroma_557.png,0,0,0,1
2791,7043,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 80.png,0,0,1,0
2792,5066,tissue_classification/cancer/TCGA-AK-3458_39807_15820_cancer_5112.png,0,1,0,0
2793,3237,tissue_classification/cancer/FIMM6_14_ML1412133.mrxs_TumorTile 79.png,0,1,0,0
2794,8729,tissue_classification/normal/TCGA-BP-4170_16103_29093_normal_756.png,0,0,1,0
2795,8853,tissue_classification/normal/TCGA-BP-4993_6213_12820_normal_6013.png,0,0,1,0
2796,12426,tissue_classification/stroma/TCGA-A3-A8OW_38310_11743_stroma_325.png,0,0,0,1
2797,4430,tissue_classification/cancer/TCGA-A3-3359_18625_39238_cancer_9156.png,0,1,0,0
2798,8143,tissue_classification/normal/TCGA-B0-5083_23273_8629_normal_4106.png,0,0,1,0
2799,3415,tissue_classification/cancer/FIMM6_41_ML1412160.mrxs_TumorTile 12.png,0,1,0,0
2800,4581,tissue_classification/cancer/TCGA-A3-3362_35710_19771_cancer_9900.png,0,1,0,0
2801,13944,tissue_classification/stroma/FIMM6_2_ML1412121.mrxs_OtherTile 505.png,0,0,0,1
2802,5970,tissue_classification/cancer/TCGA-B0-4701_16344_30250_cancer_6445.png,0,1,0,0
2803,6519,tissue_classification/cancer/TCGA-B0-4828_47137_37388_cancer_6074.png,0,1,0,0
2804,6033,tissue_classification/cancer/TCGA-B0-4701_18144_30850_cancer_6513.png,0,1,0,0
2805,2286,tissue_classification/cancer/TCGA-BP-4775_69733_69733_cancer_828.png,0,1,0,0
2806,2803,tissue_classification/cancer/TCGA-CJ-4884_31562_33130_cancer_524.png,0,1,0,0
2807,5267,tissue_classification/cancer/TCGA-AK-3458_43407_14920_cancer_5313.png,0,1,0,0
2808,7762,tissue_classification/normal/FIMM_14219_C.mrxs_NormalTile 160.png,0,0,1,0
2809,8250,tissue_classification/normal/TCGA-B0-5083_8617_37133_normal_4629.png,0,0,1,0
2810,13983,tissue_classification/stroma/FIMM6_2_ML1412121.mrxs_OtherTile 577.png,0,0,0,1
2811,2751,tissue_classification/cancer/TCGA-CJ-4881_90303_29308_cancer_770.png,0,1,0,0
2812,3321,tissue_classification/cancer/FIMM6_2_ML1412121.mrxs_TumorTile 163.png,0,1,0,0
2813,4433,tissue_classification/cancer/TCGA-A3-3359_18625_40138_cancer_9159.png,0,1,0,0
2814,8312,tissue_classification/normal/TCGA-B0-5083_9517_38633_normal_4691.png,0,0,1,0
2815,8663,tissue_classification/normal/TCGA-BP-4170_15203_25793_normal_689.png,0,0,1,0
2816,10602,tissue_classification/normal/TCGA-B0-4699_26200_65675_normal_3519.png,0,0,1,0
2817,1146,tissue_classification/cancer/TCGA-BP-4807_56405_52092_normal_19.png,0,1,0,0
2818,13174,tissue_classification/stroma/TCGA-BP-4781_27519_42811_stroma_824.png,0,0,0,1
2819,8315,tissue_classification/normal/TCGA-B0-5083_9517_39533_normal_4694.png,0,0,1,0
2820,9196,tissue_classification/normal/TCGA-CJ-4899_13226_9759_normal_1544.png,0,0,1,0
2821,7812,tissue_classification/normal/FIMM_22243_C.mrxs_NormalTile 137.png,0,0,1,0
2822,2775,tissue_classification/cancer/TCGA-CJ-4884_30962_32530_cancer_496.png,0,1,0,0
2823,1694,tissue_classification/cancer/TCGA-A3-A6NL_40236_5477_cancer_6764.png,0,1,0,0
2824,1647,tissue_classification/cancer/TCGA-A3-A6NL_39336_4877_cancer_6717.png,0,1,0,0
2825,6574,tissue_classification/cancer/TCGA-B0-4828_48037_36788_cancer_6129.png,0,1,0,0
2826,12973,tissue_classification/stroma/TCGA-BP-4173_58425_2886_stroma_1596.png,0,0,0,1
2827,12083,tissue_classification/stroma/TCGA-AK-3431_46759_14965_stroma_85.png,0,0,0,1
2828,1989,tissue_classification/cancer/TCGA-B0-5711_22338_8227_cancer_3254.png,0,1,0,0
2829,11680,tissue_classification/stroma/FIMM_22243_C.mrxs_StromaTile 22.png,0,0,0,1
2830,2713,tissue_classification/cancer/TCGA-CJ-4881_89103_31408_cancer_729.png,0,1,0,0
2831,7148,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 185.png,0,0,1,0
2832,12176,tissue_classification/stroma/TCGA-BP-5189_53297_5164_stroma_555.png,0,0,0,1
2833,4314,tissue_classification/cancer/TCGA-A3-3359_16825_36538_cancer_9040.png,0,1,0,0
2834,11623,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 55.png,0,0,0,1
2835,13181,tissue_classification/stroma/TCGA-BP-4781_28119_41911_stroma_831.png,0,0,0,1
2836,1385,tissue_classification/cancer/TCGA-A3-3317_6213_6396_cancer_12253.png,0,1,0,0
2837,5304,tissue_classification/cancer/TCGA-AK-3458_44007_15520_cancer_5349.png,0,1,0,0
2838,10089,tissue_classification/normal/TCGA-A3-A8OV_60184_11206_normal_5654.png,0,0,1,0
2839,10955,tissue_classification/normal/TCGA-B0-5083_24473_11029_normal_4188.png,0,0,1,0
2840,1783,tissue_classification/cancer/TCGA-A3-A8OW_37710_9943_cancer_1125.png,0,1,0,0
2841,1588,tissue_classification/cancer/TCGA-A3-A6NL_38136_4577_cancer_6658.png,0,1,0,0
2842,11841,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 191.png,0,0,0,1
2843,8787,tissue_classification/normal/TCGA-BP-4170_17003_29993_normal_816.png,0,0,1,0
2844,13501,tissue_classification/stroma/TCGA-CZ-4860_32280_26508_stroma_193.png,0,0,0,1
2845,13032,tissue_classification/stroma/TCGA-BP-4173_59925_3786_stroma_1655.png,0,0,0,1
2846,7920,tissue_classification/normal/TCGA-CJ-4899_8126_9459_normal_1220.png,0,0,1,0
2847,9085,tissue_classification/normal/TCGA-CJ-4634_35710_27817_normal_577.png,0,0,1,0
2848,10580,tissue_classification/normal/TCGA-B0-4699_25600_65075_normal_3494.png,0,0,1,0
2849,4418,tissue_classification/cancer/TCGA-A3-3359_18625_35638_cancer_9144.png,0,1,0,0
2850,8478,tissue_classification/normal/TCGA-B0-5812_37654_46304_normal_998.png,0,0,1,0
2851,5875,tissue_classification/cancer/TCGA-B0-4690_43782_57981_cancer_4726.png,0,1,0,0
2852,10226,tissue_classification/normal/TCGA-A3-A8OV_62284_12706_normal_5791.png,0,0,1,0
2853,13312,tissue_classification/stroma/TCGA-BP-4992_64315_14287_other_1087.png,0,0,0,1
2854,11919,tissue_classification/stroma/FIMM_22243_C.mrxs_StromaTile 150.png,0,0,0,1
2855,707,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 210.png,0,1,0,0
2856,670,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 173.png,0,1,0,0
2857,8898,tissue_classification/normal/TCGA-CJ-4634_32110_24517_normal_384.png,0,0,1,0
2858,2754,tissue_classification/cancer/TCGA-CJ-4881_90303_30208_cancer_773.png,0,1,0,0
2859,12834,tissue_classification/stroma/TCGA-B0-5109_47186_36008_stroma_969.png,0,0,0,1
2860,7477,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 514.png,0,0,1,0
2861,5908,tissue_classification/cancer/TCGA-B0-4701_14544_30550_cancer_6380.png,0,1,0,0
2862,12962,tissue_classification/stroma/TCGA-BP-4173_58125_2886_stroma_1585.png,0,0,0,1
2863,2877,tissue_classification/cancer/TCGA-CJ-4884_33362_31930_cancer_598.png,0,1,0,0
2864,1609,tissue_classification/cancer/TCGA-A3-A6NL_38436_6677_cancer_6679.png,0,1,0,0
2865,10590,tissue_classification/normal/TCGA-B0-4699_25900_64775_normal_3506.png,0,0,1,0
2866,6452,tissue_classification/cancer/TCGA-B0-4828_45937_40088_cancer_6007.png,0,1,0,0
2867,3984,tissue_classification/cancer/TCGA-A3-3326_11981_34398_cancer_5465.png,0,1,0,0
2868,3320,tissue_classification/cancer/FIMM6_2_ML1412121.mrxs_TumorTile 162.png,0,1,0,0
2869,1029,tissue_classification/cancer/TCGA-AK-3427_50273_42779_other_192.png,0,1,0,0
2870,12317,tissue_classification/stroma/TCGA-A3-3380_38277_8212_stroma_1926.png,0,0,0,1
2871,12921,tissue_classification/stroma/TCGA-BP-4173_56925_4086_stroma_1544.png,0,0,0,1
2872,148,tissue_classification/blood/FIMM_22243_C.mrxs_BloodTile 28.png,1,0,0,0
2873,8057,tissue_classification/normal/TCGA-B0-4691_46471_15818_stroma_757.png,0,0,1,0
2874,12553,tissue_classification/stroma/TCGA-AK-3431_48259_16165_stroma_119.png,0,0,0,1
2875,11185,tissue_classification/normal/TCGA-B0-5083_31900_32282_normal_4421.png,0,0,1,0
2876,6379,tissue_classification/cancer/TCGA-B0-4828_44737_40988_cancer_5934.png,0,1,0,0
2877,12976,tissue_classification/stroma/TCGA-BP-4173_58425_3786_stroma_1599.png,0,0,0,1
2878,6266,tissue_classification/cancer/TCGA-B0-4813_89652_62198_cancer_1262.png,0,1,0,0
2879,3607,tissue_classification/cancer/FIMM6_76_ML1412195.mrxs_TumorTile 12.png,0,1,0,0
2880,6181,tissue_classification/cancer/TCGA-B0-4718_41760_65261_cancer_2368.png,0,1,0,0
2881,8122,tissue_classification/normal/TCGA-B0-5083_22673_8329_normal_4067.png,0,0,1,0
2882,8550,tissue_classification/normal/TCGA-B4-5378_48592_6443_normal_2342.png,0,0,1,0
2883,1469,tissue_classification/cancer/TCGA-A3-3378_5127_35654_cancer_6936.png,0,1,0,0
2884,2653,tissue_classification/cancer/TCGA-CJ-4881_87603_31108_cancer_668.png,0,1,0,0
2885,11831,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 177.png,0,0,0,1
2886,11092,tissue_classification/normal/TCGA-B0-5083_30700_27182_normal_4328.png,0,0,1,0
2887,7309,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 346.png,0,0,1,0
2888,2716,tissue_classification/cancer/TCGA-CJ-4881_89103_32308_cancer_732.png,0,1,0,0
2889,1945,tissue_classification/cancer/TCGA-B0-5096_33205_27408_cancer_113.png,0,1,0,0
2890,12848,tissue_classification/stroma/TCGA-B0-5109_47786_35408_stroma_985.png,0,0,0,1
2891,13625,tissue_classification/stroma/TCGA-G6-A8L8_96502_8402_stroma_2153.png,0,0,0,1
2892,7558,tissue_classification/normal/FIMM_14219_C.mrxs_NormalTile 46.png,0,0,1,0
2893,6983,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 20.png,0,0,1,0
2894,7686,tissue_classification/normal/FIMM_22243_C.mrxs_NormalTile 84.png,0,0,1,0
2895,8847,tissue_classification/normal/TCGA-BP-4993_5913_13120_normal_6007.png,0,0,1,0
2896,296,tissue_classification/blood/TCGA-A3-3359_21325_35938_blood_293.png,1,0,0,0
2897,6709,tissue_classification/cancer/TCGA-B0-4837_58768_47703_cancer_7660.png,0,1,0,0
2898,569,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 72.png,0,1,0,0
2899,4156,tissue_classification/cancer/TCGA-A3-3326_14681_37398_cancer_5637.png,0,1,0,0
2900,1917,tissue_classification/cancer/TCGA-AK-3458_51977_6219_cancer_5085.png,0,1,0,0
2901,1614,tissue_classification/cancer/TCGA-A3-A6NL_38436_8177_cancer_6684.png,0,1,0,0
2902,3491,tissue_classification/cancer/FIMM6_41_ML1412160.mrxs_TumorTile 90.png,0,1,0,0
2903,1427,tissue_classification/cancer/TCGA-A3-3336_17709_9955_cancer_8846.png,0,1,0,0
2904,402,tissue_classification/blood/TCGA-BP-4781_27219_43111_blood_153.png,1,0,0,0
2905,8935,tissue_classification/normal/TCGA-CJ-4634_32710_26017_normal_421.png,0,0,1,0
2906,2628,tissue_classification/cancer/TCGA-CJ-4871_32637_49693_cancer_451.png,0,1,0,0
2907,5045,tissue_classification/cancer/TCGA-AK-3458_39507_14620_cancer_5091.png,0,1,0,0
2908,9297,tissue_classification/normal/TCGA-CJ-4899_9926_10959_normal_1339.png,0,0,1,0
2909,608,tissue_classification/cancer/FIMM_2973.mrxs_TumorTile 111.png,0,1,0,0
2910,2867,tissue_classification/cancer/TCGA-CJ-4884_33062_32830_cancer_588.png,0,1,0,0
2911,10334,tissue_classification/normal/TCGA-A3-A8OV_64084_10906_normal_5899.png,0,0,1,0
2912,2113,tissue_classification/cancer/TCGA-B0-5711_25638_9127_cancer_3392.png,0,1,0,0
2913,6719,tissue_classification/cancer/TCGA-B0-4844_39608_44747_cancer_5893.png,0,1,0,0
2914,11989,tissue_classification/stroma/TCGA-BP-4807_16997_35955_normal_1.png,0,0,0,1
2915,11785,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 128.png,0,0,0,1
2916,8590,tissue_classification/normal/TCGA-B4-5378_49792_6743_normal_2384.png,0,0,1,0
2917,5286,tissue_classification/cancer/TCGA-AK-3458_43707_15520_cancer_5332.png,0,1,0,0
2918,10968,tissue_classification/normal/TCGA-B0-5083_28600_28982_normal_4201.png,0,0,1,0
2919,4054,tissue_classification/cancer/TCGA-A3-3326_13181_33798_cancer_5535.png,0,1,0,0
2920,9494,tissue_classification/normal/TCGA-CZ-5470_30632_52051_normal_286.png,0,0,1,0
2921,6141,tissue_classification/cancer/TCGA-B0-4718_40260_66761_cancer_2327.png,0,1,0,0
2922,5344,tissue_classification/cancer/TCGA-AK-3458_44607_17320_cancer_5389.png,0,1,0,0
2923,3503,tissue_classification/cancer/FIMM6_62_ML1412181.mrxs_BloodTile 19.png,0,1,0,0
2924,12579,tissue_classification/stroma/TCGA-AK-3431_49759_14965_stroma_145.png,0,0,0,1
2925,9905,tissue_classification/normal/TCGA-G6-A8L8_95602_6002_normal_5003.png,0,0,1,0
2926,7352,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 389.png,0,0,1,0
2927,5385,tissue_classification/cancer/TCGA-B0-4690_32859_73089_cancer_4757.png,0,1,0,0
2928,9570,tissue_classification/normal/TCGA-CZ-5470_31832_52651_normal_364.png,0,0,1,0
2929,10272,tissue_classification/normal/TCGA-A3-A8OV_62884_15106_normal_5837.png,0,0,1,0
2930,3696,tissue_classification/cancer/FIMM6_94_ML1412213.mrxs_TumorTile 11.png,0,1,0,0
2931,6564,tissue_classification/cancer/TCGA-B0-4828_47737_39488_cancer_6119.png,0,1,0,0
2932,8509,tissue_classification/normal/TCGA-B4-5378_47392_7343_normal_2301.png,0,0,1,0
2933,8628,tissue_classification/normal/TCGA-B4-5378_50692_8243_normal_2422.png,0,0,1,0
2934,6973,tissue_classification/normal/FIMM_2973.mrxs_NormalTile 10.png,0,0,1,0
2935,14008,tissue_classification/stroma/FIMM6_2_ML1412121.mrxs_OtherTile 623.png,0,0,0,1
2936,497,tissue_classification/blood/TCGA-EU-5906_16224_35198_blood_167.png,1,0,0,0
2937,12469,tissue_classification/stroma/TCGA-A3-A8OW_39210_10243_stroma_371.png,0,0,0,1
2938,7528,tissue_classification/normal/FIMM_14219_C.mrxs_NormalTile 16.png,0,0,1,0
2939,11811,tissue_classification/stroma/FIMM_14219_C.mrxs_StromaTile 154.png,0,0,0,1
2940,8044,tissue_classification/normal/FIMM6_2_ML1412121.mrxs_ImageTile 43.png,0,0,1,0
2941,858,tissue_classification/cancer/FIMM_14219_C.mrxs_TumorTile 31.png,0,1,0,0
2942,6332,tissue_classification/cancer/TCGA-B0-4814_15267_36102_cancer_8359.png,0,1,0,0
